timestep,Auvergne_Rhone_Alpes,Nouvelle_Aquitaine,Occitanie,Provence_Alpes_Cote_dAzur
13563,87.2,120.0,89.3,120.0
13564,79.4,120.0,85.7,111.65775
13565,79.4,120.0,111.06383,111.65775
13566,79.4,120.0,85.7,111.65775
13567,79.4,120.0,99.445659,111.65775
13568,79.4,120.0,85.7,111.65775
13569,69.2,50.804598,70.027273,47.272727
13570,120.0,109.1954,120.0,101.60428
13571,86.8,71.034483,87.956684,66.096257
13572,79.4,120.0,111.06383,111.65775
13573,120.0,109.1954,120.0,101.60428
13574,87.2,120.0,119.3617,120.0
13575,87.8,120.0,120.0,120.0
13576,120.0,120.0,120.0,120.0
13577,120.0,120.0,120.0,120.0
13578,120.0,120.0,89.3,120.0
13579,3.6977548,2.2168501,3.2990497,22.78315
13580,118.25459,120.0,120.0,99.737533
13581,120.0,120.0,120.0,101.60428
13582,120.0,95.0,89.3,120.0
13583,87.2,120.0,119.3617,120.0
13584,62.8,36.975853,34.032,61.975853
13585,87.8,95.0,120.0,120.0
13586,120.0,120.0,120.0,101.60428
13587,113.825,120.0,115.4875,95.0
13588,16.025,18.877005,16.792848,43.877005
13589,100.05459,95.0,120.0,120.0
13590,118.25459,120.0,120.0,99.737533
13591,120.0,120.0,120.0,101.60428
13592,120.0,120.0,120.0,101.60428
13593,120.0,120.0,120.0,120.0
13594,120.0,120.0,120.0,101.60428
13595,120.0,120.0,120.0,120.0
13596,120.0,120.0,102.98103,101.60428
13597,120.0,120.0,120.0,101.60428
13598,87.2,120.0,119.3617,120.0
13599,120.0,120.0,120.0,120.0
13600,87.8,120.0,120.0,120.0
13601,120.0,120.0,89.3,120.0
13602,120.0,120.0,103.83675,120.0
13603,120.0,120.0,120.0,120.0
13604,120.0,120.0,89.3,120.0
13605,87.2,120.0,89.3,120.0
13606,87.2,120.0,89.3,120.0
13607,87.2,120.0,89.3,120.0
13608,87.2,120.0,119.3617,120.0
13609,87.2,120.0,119.3617,120.0
13610,87.2,120.0,89.3,120.0
13611,83.666142,120.0,85.7,116.22047
13612,79.4,120.0,85.7,111.65775
13613,79.4,120.0,85.7,111.65775
13614,79.4,120.0,85.7,111.65775
13615,79.4,120.0,85.7,111.65775
13616,79.4,120.0,85.7,111.65775
13617,52.364818,31.453814,52.876994,29.267185
13618,120.0,109.1954,101.06383,101.60428
13619,120.0,109.1954,120.0,101.60428
13620,120.0,109.1954,101.06383,101.60428
13621,83.666142,120.0,85.7,116.22047
13622,79.4,120.0,111.06383,111.65775
13623,87.8,120.0,120.0,120.0
13624,120.0,120.0,89.3,120.0
13625,120.0,120.0,120.0,120.0
13626,120.0,120.0,89.3,120.0
13627,87.2,95.0,89.3,120.0
13628,120.0,120.0,120.0,101.60428
13629,120.0,109.1954,101.06383,101.60428
13630,120.0,120.0,120.0,120.0
13631,87.2,95.0,119.3617,120.0
13632,120.0,95.0,120.0,120.0
13633,37.421314,41.760764,38.589628,66.760764
13634,120.0,120.0,120.0,101.60428
13635,118.25459,120.0,120.0,99.737533
13636,113.825,120.0,115.4875,95.0
13637,87.2,95.0,89.3,120.0
13638,118.25459,120.0,120.0,99.737533
13639,118.25459,120.0,120.0,99.737533
13640,120.0,120.0,120.0,101.60428
13641,120.0,120.0,120.0,120.0
13642,120.0,120.0,120.0,101.60428
13643,120.0,120.0,120.0,120.0
13644,120.0,120.0,120.0,101.60428
13645,120.0,120.0,120.0,120.0
13646,79.4,120.0,111.06383,111.65775
13647,120.0,120.0,89.3,120.0
13648,120.0,120.0,120.0,120.0
13649,120.0,120.0,120.0,120.0
13650,120.0,120.0,120.0,120.0
13651,87.8,120.0,120.0,120.0
13652,120.0,120.0,120.0,120.0
13653,87.2,120.0,89.3,120.0
13654,87.2,120.0,89.3,120.0
13655,87.2,120.0,89.3,120.0
13656,87.2,120.0,119.3617,120.0
13657,87.2,120.0,119.3617,120.0
13658,87.2,120.0,89.3,120.0
13659,87.2,120.0,89.3,120.0
13660,87.2,120.0,89.3,120.0
13661,87.2,120.0,89.3,120.0
13662,87.2,120.0,89.3,120.0
13663,87.2,120.0,89.3,120.0
13664,79.4,120.0,85.7,111.65775
13665,97.145407,82.925755,98.495722,77.160863
13666,120.0,109.1954,101.06383,101.60428
13667,118.25459,107.18919,120.0,99.737533
13668,120.0,109.1954,101.06383,101.60428
13669,32.354593,65.92482,35.815646,61.341811
13670,87.2,120.0,119.3617,120.0
13671,87.8,120.0,120.0,120.0
13672,120.0,120.0,120.0,120.0
13673,120.0,120.0,116.83955,120.0
13674,120.0,95.0,89.3,120.0
13675,87.2,95.0,89.3,120.0
13676,118.25459,120.0,120.0,99.737533
13677,120.0,109.1954,101.06383,101.60428
13678,120.0,120.0,120.0,120.0
13679,87.2,95.0,119.3617,120.0
13680,30.7,51.709,50.440322,26.709
13681,87.2,95.0,119.3617,120.0
13682,120.0,120.0,120.0,101.60428
13683,120.0,120.0,120.0,101.60428
13684,87.2,95.0,119.3617,120.0
13685,91.054593,80.657006,75.638298,105.65701
13686,118.25459,120.0,120.0,99.737533
13687,120.0,120.0,120.0,101.60428
13688,120.0,120.0,120.0,101.60428
13689,120.0,120.0,120.0,120.0
13690,120.0,120.0,120.0,101.60428
13691,120.0,120.0,120.0,120.0
13692,120.0,109.1954,101.06383,101.60428
13693,120.0,120.0,120.0,101.60428
13694,62.4,100.45977,92.978723,93.475936
13695,87.2,120.0,95.850389,120.0
13696,120.0,120.0,120.0,120.0
13697,120.0,120.0,120.0,120.0
13698,120.0,93.425197,87.8,118.4252
13699,120.0,120.0,89.3,120.0
13700,87.2,120.0,89.3,120.0
13701,87.2,120.0,89.3,120.0
13702,87.2,120.0,89.3,120.0
13703,87.2,120.0,89.3,120.0
13704,87.2,120.0,119.3617,120.0
13705,87.2,120.0,119.3617,120.0
13706,87.2,120.0,89.3,120.0
13707,83.666142,120.0,85.7,116.22047
13708,83.666142,120.0,85.7,116.22047
13709,79.4,120.0,85.7,111.65775
13710,118.25459,107.18919,120.0,99.737533
13711,79.4,120.0,85.7,111.65775
13712,12.11616,14.809012,11.338687,13.779508
13713,7.6,20.0,6.55,18.609626
13714,50.693063,87.00352,80.524535,80.955147
13715,118.25459,107.18919,120.0,99.737533
13716,79.4,120.0,111.06383,111.65775
13717,47.2,48.743316,47.615508,23.743316
13718,87.2,120.0,119.3617,120.0
13719,120.0,120.0,120.0,120.0
13720,87.8,120.0,120.0,120.0
13721,87.2,120.0,119.3617,120.0
13722,120.0,95.0,89.3,120.0
13723,87.2,120.0,89.3,120.0
13724,109.1954,120.0,120.0,99.737533
13725,120.0,109.1954,120.0,101.60428
13726,87.8,120.0,120.0,120.0
13727,87.2,119.73221,119.3617,120.0
13728,120.0,95.0,89.3,120.0
13729,74.179598,77.5985,75.100071,52.5985
13730,120.0,120.0,120.0,101.60428
13731,113.825,120.0,115.4875,95.0
13732,87.2,95.0,89.3,120.0
13733,87.2,95.0,89.3,120.0
13734,120.0,120.0,120.0,101.60428
13735,120.0,120.0,120.0,101.60428
13736,120.0,120.0,120.0,101.60428
13737,120.0,120.0,120.0,101.60428
13738,120.0,120.0,120.0,101.60428
13739,120.0,120.0,120.0,101.60428
13740,120.0,120.0,102.98103,101.60428
13741,120.0,120.0,120.0,101.60428
13742,79.4,120.0,111.06383,111.65775
13743,120.0,120.0,89.3,120.0
13744,87.2,120.0,119.3617,120.0
13745,111.53386,120.0,89.3,120.0
13746,120.0,120.0,89.3,120.0
13747,87.8,120.0,120.0,120.0
13748,120.0,120.0,89.3,120.0
13749,87.2,120.0,119.3617,120.0
13750,87.2,120.0,119.3617,120.0
13751,87.2,120.0,89.3,120.0
13752,87.2,120.0,119.3617,120.0
13753,83.666142,120.0,85.7,116.22047
13754,87.2,120.0,89.3,120.0
13755,83.666142,120.0,85.7,116.22047
13756,87.2,120.0,89.3,120.0
13757,87.2,120.0,89.3,120.0
13758,83.666142,120.0,85.7,116.22047
13759,87.2,120.0,89.3,120.0
13760,25.0,5.6843419e-14,25.0,5.6843419e-14
13761,87.698425,72.067155,88.871925,67.057139
13762,120.0,109.1954,120.0,101.60428
13763,16.233858,10.076025,15.704867,9.3755527
13764,31.660185,65.126649,60.276792,60.599128
13765,24.081365,54.200542,25.0,52.493438
13766,87.8,120.0,120.0,120.0
13767,120.0,120.0,120.0,120.0
13768,87.8,120.0,120.0,120.0
13769,108.26378,120.0,120.0,120.0
13770,120.0,79.4,87.8,104.4
13771,87.8,95.0,120.0,120.0
13772,96.871691,101.86812,98.216883,76.868119
13773,3.05,32.241379,29.840426,30.0
13774,120.0,120.0,120.0,120.0
13775,120.0,120.0,120.0,120.0
13776,87.8,120.0,120.0,120.0
13777,120.0,93.425197,87.8,118.4252
13778,118.25459,120.0,120.0,99.737533
13779,75.0,81.951872,76.871658,106.95187
13780,113.825,120.0,115.4875,95.0
13781,120.0,95.0,120.0,120.0
13782,113.825,120.0,102.98103,95.0
13783,109.1954,120.0,115.4875,95.0
13784,109.1954,120.0,115.4875,95.0
13785,109.1954,120.0,115.4875,95.0
13786,109.1954,120.0,120.0,99.737533
13787,109.1954,120.0,120.0,99.737533
13788,109.1954,120.0,102.98103,95.0
13789,109.1954,120.0,115.4875,95.0
13790,32.96377,3.6784798,31.087783,28.67848
13791,113.825,120.0,102.98103,95.0
13792,118.25459,120.0,120.0,99.737533
13793,109.1954,120.0,115.4875,95.0
13794,120.0,95.0,120.0,120.0
13795,120.0,95.0,120.0,120.0
13796,120.0,95.0,120.0,120.0
13797,120.0,120.0,89.3,120.0
13798,120.0,120.0,120.0,120.0
13799,120.0,120.0,89.3,120.0
13800,87.2,120.0,119.3617,120.0
13801,87.8,120.0,120.0,120.0
13802,87.2,120.0,119.3617,120.0
13803,87.2,120.0,119.3617,120.0
13804,87.2,120.0,110.29419,120.0
13805,87.2,120.0,89.3,120.0
13806,87.2,120.0,119.3617,120.0
13807,87.2,120.0,89.3,120.0
13808,103.8,90.574713,105.27487,84.278075
13809,120.0,120.0,120.0,101.60428
13810,87.8,120.0,120.0,120.0
13811,120.0,120.0,102.98103,101.60428
13812,120.0,120.0,120.0,101.60428
13813,107.2,94.482759,108.7385,87.914439
13814,87.2,120.0,119.3617,120.0
13815,120.0,120.0,120.0,120.0
13816,120.0,120.0,120.0,120.0
13817,120.0,120.0,89.3,120.0
13818,87.8,120.0,120.0,120.0
13819,35.454593,39.657319,64.313397,64.657319
13820,118.25459,120.0,120.0,99.737533
13821,25.0,5.6843419e-14,25.0,5.5067062e-14
13822,120.0,120.0,120.0,120.0
13823,87.8,120.0,120.0,120.0
13824,87.8,120.0,120.0,120.0
13825,120.0,120.0,120.0,120.0
13826,120.0,79.4,87.8,104.4
13827,87.2,95.0,119.3617,120.0
13828,12.214113,35.626278,33.869438,10.626278
13829,120.0,79.4,113.17073,104.4
13830,109.1954,120.0,102.98103,95.0
13831,109.1954,120.0,120.0,120.0
13832,87.8,114.3,120.0,89.3
13833,109.1954,120.0,120.0,120.0
13834,109.1954,120.0,102.98103,120.0
13835,101.60428,113.39572,99.737533,120.0
13836,109.1954,120.0,120.0,99.737533
13837,16.359159,39.232468,15.42815,14.232468
13838,109.1954,120.0,120.0,120.0
13839,109.1954,120.0,102.98103,120.0
13840,109.1954,120.0,112.51603,120.0
13841,109.1954,120.0,119.07479,98.766188
13842,101.06383,120.0,120.0,99.737533
13843,120.0,120.0,120.0,120.0
13844,120.0,95.0,89.3,120.0
13845,120.0,120.0,120.0,120.0
13846,120.0,120.0,120.0,120.0
13847,120.0,120.0,120.0,120.0
13848,87.8,120.0,120.0,120.0
13849,120.0,120.0,120.0,120.0
13850,87.8,120.0,120.0,120.0
13851,87.8,120.0,120.0,120.0
13852,81.86991,120.0,85.7,114.29937
13853,87.2,120.0,119.3617,120.0
13854,87.2,120.0,89.3,120.0
13855,103.642,102.17792,83.661702,84.109091
13856,87.8,120.0,120.0,120.0
13857,109.1954,120.0,120.0,99.737533
13858,120.0,120.0,102.98103,101.60428
13859,118.25459,120.0,120.0,99.737533
13860,87.2,95.0,119.3617,120.0
13861,120.0,109.1954,101.06383,120.0
13862,87.8,120.0,120.0,120.0
13863,120.0,120.0,120.0,120.0
13864,120.0,120.0,120.0,120.0
13865,120.0,120.0,120.0,120.0
13866,120.0,93.425197,87.8,118.4252
13867,87.2,95.0,119.3617,120.0
13868,109.1954,120.0,115.4875,95.0
13869,120.0,118.23138,101.06383,101.60428
13870,120.0,120.0,120.0,120.0
13871,87.8,95.0,120.0,120.0
13872,95.41289,69.160753,64.688117,94.160753
13873,120.0,95.0,95.935998,120.0
13874,120.0,118.23138,101.06383,101.60428
13875,109.1954,120.0,115.4875,95.0
13876,87.8,120.0,120.0,120.0
13877,43.71906,63.035583,61.228892,38.035583
13878,120.0,118.23138,101.06383,101.60428
13879,118.25459,120.0,120.0,99.737533
13880,120.0,120.0,120.0,101.60428
13881,120.0,120.0,120.0,120.0
13882,109.1954,120.0,120.0,120.0
13883,120.0,120.0,120.0,120.0
13884,120.0,118.23138,101.06383,120.0
13885,116.29612,120.0,120.0,99.737533
13886,98.545407,84.53495,99.921925,78.658189
13887,120.0,120.0,89.3,120.0
13888,120.0,120.0,120.0,120.0
13889,120.0,120.0,120.0,120.0
13890,120.0,120.0,120.0,120.0
13891,120.0,120.0,120.0,120.0
13892,120.0,120.0,89.3,120.0
13893,120.0,120.0,120.0,120.0
13894,120.0,120.0,120.0,120.0
13895,87.8,120.0,120.0,120.0
13896,87.8,120.0,120.0,120.0
13897,87.2,120.0,119.3617,120.0
13898,87.2,120.0,119.3617,120.0
13899,87.2,120.0,119.3617,120.0
13900,83.666142,120.0,85.7,116.22047
13901,83.666142,120.0,85.7,116.22047
13902,79.4,120.0,85.7,111.65775
13903,79.4,120.0,85.7,111.65775
13904,79.4,120.0,85.7,111.65775
13905,64.521699,45.42724,66.906629,43.996461
13906,120.0,109.1954,120.0,101.60428
13907,20.0,51.724138,22.715517,48.128342
13908,20.0,51.724138,27.284483,48.128342
13909,68.546658,50.05363,69.361702,46.573965
13910,87.2,120.0,119.3617,120.0
13911,120.0,120.0,120.0,120.0
13912,120.0,120.0,89.3,120.0
13913,87.2,120.0,89.3,120.0
13914,120.0,120.0,89.3,120.0
13915,34.1,67.931034,62.87234,63.208556
13916,120.0,109.1954,120.0,101.60428
13917,120.0,109.1954,106.86881,101.60428
13918,120.0,120.0,120.0,120.0
13919,87.2,120.0,119.3617,120.0
13920,1.6637125,0.041403759,1.2269371,24.958596
13921,87.2,120.0,119.3617,120.0
13922,118.25459,107.18919,120.0,99.737533
13923,118.25459,107.18919,120.0,99.737533
13924,87.2,109.87955,89.3,120.0
13925,87.2,95.0,89.3,120.0
13926,118.25459,120.0,120.0,99.737533
13927,120.0,120.0,120.0,101.60428
13928,118.25459,120.0,120.0,99.737533
13929,120.0,120.0,120.0,101.60428
13930,120.0,120.0,120.0,101.60428
13931,120.0,120.0,120.0,101.60428
13932,120.0,120.0,120.0,101.60428
13933,118.25459,120.0,120.0,99.737533
13934,120.0,109.1954,101.06383,101.60428
13935,120.0,120.0,89.3,120.0
13936,120.0,120.0,120.0,120.0
13937,120.0,120.0,120.0,120.0
13938,120.0,120.0,120.0,120.0
13939,120.0,120.0,120.0,120.0
13940,120.0,120.0,89.3,120.0
13941,87.2,120.0,119.3617,120.0
13942,87.2,120.0,89.3,120.0
13943,87.2,120.0,119.3617,120.0
13944,87.2,120.0,95.414894,120.0
13945,87.2,120.0,119.3617,120.0
13946,87.2,120.0,89.3,120.0
13947,87.2,120.0,89.3,120.0
13948,79.4,120.0,111.06383,111.65775
13949,83.666142,120.0,85.7,116.22047
13950,79.4,120.0,111.06383,111.65775
13951,87.2,120.0,89.3,120.0
13952,83.666142,120.0,85.7,116.22047
13953,38.948947,16.033273,39.210024,14.91866
13954,79.4,120.0,85.7,111.65775
13955,120.0,109.1954,120.0,101.60428
13956,120.0,120.0,120.0,101.60428
13957,47.2,25.517241,47.615508,23.743316
13958,87.2,120.0,119.3617,120.0
13959,87.8,120.0,120.0,120.0
13960,120.0,120.0,89.3,120.0
13961,87.8,120.0,120.0,120.0
13962,120.0,95.0,89.3,120.0
13963,72.925,76.256684,73.821992,51.256684
13964,118.25459,107.18919,120.0,99.737533
13965,5.5795932,35.148958,7.4249135,32.705447
13966,120.0,120.0,120.0,120.0
13967,87.2,120.0,119.3617,120.0
13968,120.0,95.0,115.28291,120.0
13969,57.2,59.438503,57.802674,34.438503
13970,120.0,118.23138,101.06383,101.60428
13971,120.0,120.0,102.98103,101.60428
13972,75.0,81.951872,106.38298,106.95187
13973,120.0,95.0,120.0,120.0
13974,118.25459,120.0,120.0,99.737533
13975,118.25459,120.0,120.0,99.737533
13976,120.0,120.0,120.0,101.60428
13977,120.0,120.0,120.0,101.60428
13978,120.0,120.0,120.0,101.60428
13979,120.0,120.0,120.0,101.60428
13980,120.0,109.1954,120.0,101.60428
13981,120.0,120.0,120.0,101.60428
13982,120.0,109.1954,101.06383,101.60428
13983,87.2,120.0,89.3,120.0
13984,120.0,120.0,120.0,120.0
13985,120.0,120.0,89.3,120.0
13986,120.0,120.0,119.39574,120.0
13987,120.0,120.0,120.0,120.0
13988,120.0,120.0,120.0,120.0
13989,120.0,120.0,89.3,120.0
13990,120.0,120.0,120.0,120.0
13991,87.2,120.0,119.3617,120.0
13992,87.2,120.0,89.3,120.0
13993,87.2,120.0,119.3617,120.0
13994,87.8,120.0,120.0,120.0
13995,87.2,120.0,119.3617,120.0
13996,87.2,120.0,112.75079,120.0
13997,87.2,120.0,89.3,120.0
13998,83.666142,120.0,85.7,116.22047
13999,87.2,120.0,89.3,120.0
14000,114.5935,102.98103,120.0,99.737533
14001,27.036541,57.463942,28.010487,55.654054
14002,120.0,109.1954,101.06383,101.60428
14003,118.25459,120.0,120.0,99.737533
14004,87.2,120.0,119.3617,120.0
14005,23.254593,53.287538,24.157754,51.609191
14006,87.8,120.0,120.0,120.0
14007,87.8,120.0,120.0,120.0
14008,120.0,120.0,89.3,120.0
14009,94.587671,120.0,120.0,120.0
14010,120.0,93.425197,87.8,118.4252
14011,118.25459,107.18919,120.0,99.737533
14012,118.25459,120.0,120.0,99.737533
14013,45.878485,23.998258,22.211154,22.32993
14014,120.0,95.0,89.3,120.0
14015,87.2,95.0,119.3617,120.0
14016,120.0,95.0,89.3,120.0
14017,31.054593,34.951437,59.632546,59.951437
14018,120.0,120.0,120.0,101.60428
14019,118.25459,107.18919,120.0,99.737533
14020,45.125,50.0,46.4375,75.0
14021,120.0,95.0,89.3,120.0
14022,118.25459,120.0,120.0,99.737533
14023,120.0,120.0,120.0,101.60428
14024,120.0,120.0,120.0,120.0
14025,120.0,120.0,120.0,120.0
14026,120.0,120.0,120.0,120.0
14027,120.0,120.0,120.0,101.60428
14028,120.0,120.0,120.0,101.60428
14029,120.0,120.0,120.0,101.60428
14030,79.4,120.0,111.06383,111.65775
14031,87.2,120.0,89.3,120.0
14032,120.0,120.0,120.0,120.0
14033,87.2,120.0,119.3617,120.0
14034,120.0,120.0,120.0,120.0
14035,120.0,120.0,89.3,120.0
14036,120.0,120.0,89.3,120.0
14037,87.8,120.0,120.0,120.0
14038,87.2,120.0,119.3617,120.0
14039,87.2,120.0,119.3617,120.0
14040,87.2,120.0,119.3617,120.0
14041,79.4,120.0,85.7,111.65775
14042,87.2,120.0,89.3,120.0
14043,79.4,120.0,85.7,111.65775
14044,79.4,120.0,85.7,111.65775
14045,87.2,120.0,95.269428,120.0
14046,79.4,120.0,85.7,111.65775
14047,87.2,120.0,89.3,120.0
14048,118.25459,107.18919,120.0,99.737533
14049,118.25459,107.18919,120.0,99.737533
14050,66.13878,100.64454,67.844586,97.474631
14051,58.9,38.965517,59.534492,36.256684
14052,20.0,51.724138,47.87234,48.128342
14053,20.0,23.128342,20.842246,48.128342
14054,87.8,120.0,120.0,120.0
14055,120.0,120.0,120.0,120.0
14056,120.0,120.0,120.0,120.0
14057,87.906487,120.0,120.0,120.0
14058,120.0,95.0,89.3,120.0
14059,19.512139,22.606566,20.345254,47.606566
14060,109.1954,120.0,120.0,99.737533
14061,120.0,109.1954,120.0,101.60428
14062,120.0,95.0,120.0,120.0
14063,87.8,95.0,120.0,120.0
14064,109.1954,120.0,115.4875,95.0
14065,87.8,95.0,120.0,120.0
14066,118.25459,120.0,120.0,99.737533
14067,118.25459,120.0,120.0,99.737533
14068,24.081365,27.493438,25.0,52.493438
14069,120.0,95.0,89.3,120.0
14070,12.533858,15.143164,39.929636,40.143164
14071,120.0,120.0,120.0,101.60428
14072,120.0,120.0,120.0,101.60428
14073,120.0,120.0,120.0,101.60428
14074,120.0,120.0,120.0,101.60428
14075,120.0,120.0,120.0,101.60428
14076,120.0,120.0,120.0,101.60428
14077,120.0,120.0,120.0,101.60428
14078,120.0,109.1954,101.06383,101.60428
14079,120.0,120.0,89.3,120.0
14080,87.8,120.0,120.0,120.0
14081,120.0,120.0,120.0,120.0
14082,120.0,120.0,120.0,120.0
14083,120.0,120.0,114.14696,120.0
14084,120.0,120.0,89.3,120.0
14085,87.2,120.0,89.3,120.0
14086,87.8,120.0,120.0,120.0
14087,87.2,120.0,119.3617,120.0
14088,87.2,120.0,89.3,120.0
14089,79.4,120.0,111.06383,111.65775
14090,87.2,120.0,119.3617,120.0
14091,83.666142,120.0,85.7,116.22047
14092,83.666142,120.0,85.7,116.22047
14093,83.666142,120.0,85.7,116.22047
14094,20.201575,49.916091,21.047594,48.34393
14095,79.4,120.0,85.7,111.65775
14096,79.4,120.0,85.7,111.65775
14097,79.4,120.0,111.06383,111.65775
14098,120.0,109.1954,120.0,101.60428
14099,72.933858,55.096389,73.831016,51.266159
14100,120.0,109.1954,120.0,101.60428
14101,87.2,120.0,89.3,120.0
14102,87.8,120.0,120.0,120.0
14103,120.0,120.0,120.0,120.0
14104,120.0,120.0,120.0,120.0
14105,120.0,120.0,120.0,120.0
14106,120.0,120.0,120.0,120.0
14107,113.825,120.0,115.4875,95.0
14108,118.25459,120.0,120.0,99.737533
14109,79.4,120.0,111.06383,111.65775
14110,120.0,120.0,89.3,120.0
14111,87.8,120.0,120.0,120.0
14112,87.2,120.0,119.3617,120.0
14113,120.0,95.0,120.0,120.0
14114,118.25459,120.0,120.0,99.737533
14115,80.499991,87.834215,82.47459,112.83421
14116,120.0,117.76579,120.0,120.0
14117,120.0,79.4,87.8,104.4
14118,118.25459,120.0,120.0,99.737533
14119,109.1954,120.0,120.0,99.737533
14120,109.1954,120.0,120.0,120.0
14121,120.0,120.0,120.0,120.0
14122,109.1954,120.0,120.0,99.737533
14123,109.1954,120.0,120.0,99.737533
14124,109.1954,120.0,120.0,99.737533
14125,109.1954,120.0,120.0,99.737533
14126,87.8,114.3,120.0,89.3
14127,118.25459,120.0,120.0,99.737533
14128,101.06383,112.92553,120.0,99.737533
14129,118.25459,120.0,120.0,99.737533
14130,120.0,95.0,102.08357,120.0
14131,120.0,95.0,120.0,120.0
14132,120.0,95.0,89.3,120.0
14133,87.8,120.0,120.0,120.0
14134,120.0,120.0,120.0,120.0
14135,87.2,120.0,119.3617,120.0
14136,87.8,120.0,120.0,120.0
14137,87.2,120.0,119.3617,120.0
14138,87.8,120.0,120.0,120.0
14139,87.2,120.0,119.3617,120.0
14140,87.2,120.0,89.3,120.0
14141,87.2,120.0,91.686371,120.0
14142,87.2,120.0,89.3,120.0
14143,87.8,120.0,120.0,120.0
14144,120.0,109.1954,101.06383,101.60428
14145,118.25459,120.0,120.0,99.737533
14146,120.0,120.0,120.0,101.60428
14147,92.511188,91.254331,71.820413,72.204479
14148,120.0,110.88378,101.06383,101.60428
14149,87.2,95.0,89.3,120.0
14150,120.0,120.0,120.0,120.0
14151,120.0,120.0,120.0,120.0
14152,87.8,120.0,120.0,120.0
14153,100.21373,110.38179,120.0,120.0
14154,120.0,120.0,120.0,120.0
14155,89.759132,94.261104,75.079787,69.261104
14156,118.25459,120.0,120.0,99.737533
14157,39.025,16.12069,14.920213,15.0
14158,120.0,120.0,120.0,120.0
14159,87.8,95.0,120.0,120.0
14160,87.2,120.0,119.3617,120.0
14161,110.92692,95.0,120.0,120.0
14162,120.0,109.1954,120.0,101.60428
14163,87.2,120.0,119.3617,120.0
14164,120.0,95.0,89.3,120.0
14165,120.0,120.0,120.0,120.0
14166,109.1954,120.0,102.98103,95.0
14167,120.0,85.7,120.0,89.3
14168,109.1954,120.0,120.0,120.0
14169,109.1954,120.0,120.0,120.0
14170,86.515713,100.26867,106.32477,105.89219
14171,40.433042,60.176746,39.690178,62.804894
14172,30.0,1.1,28.292683,3.05
14173,101.60428,113.39572,120.0,120.0
14174,78.767278,93.527532,77.32011,98.647405
14175,109.1954,120.0,120.0,120.0
14176,120.0,120.0,120.0,120.0
14177,120.0,120.0,120.0,120.0
14178,120.0,120.0,120.0,101.60428
14179,120.0,98.039934,120.0,120.0
14180,120.0,95.0,120.0,120.0
14181,120.0,120.0,120.0,120.0
14182,120.0,120.0,120.0,120.0
14183,120.0,120.0,120.0,120.0
14184,120.0,120.0,120.0,120.0
14185,104.4,120.0,120.0,120.0
14186,87.8,120.0,120.0,120.0
14187,87.8,120.0,120.0,120.0
14188,20.0,51.724138,25.0,48.128342
14189,120.0,95.0,89.3,120.0
14190,65.6,71.898396,67.295722,96.898396
14191,87.2,120.0,89.3,120.0
14192,120.0,109.1954,101.06383,101.60428
14193,87.2,95.0,89.3,120.0
14194,120.0,118.23138,101.06383,101.60428
14195,110.4097,120.0,120.0,99.737533
14196,120.0,109.1954,101.06383,101.60428
14197,22.609699,54.723792,50.648616,50.919464
14198,87.8,120.0,120.0,120.0
14199,120.0,120.0,120.0,120.0
14200,120.0,120.0,120.0,120.0
14201,120.0,120.0,120.0,120.0
14202,120.0,95.0,93.710449,120.0
14203,103.44828,115.0,110.725,90.0
14204,109.1954,120.0,120.0,99.737533
14205,87.2,120.0,119.3617,120.0
14206,120.0,95.0,120.0,120.0
14207,110.99013,95.0,120.0,120.0
14208,113.34646,119.48819,115.0,94.488189
14209,87.8,120.0,120.0,120.0
14210,120.0,120.0,120.0,101.60428
14211,20.0,23.128342,47.87234,48.128342
14212,47.8,49.385027,48.226738,24.385027
14213,87.8,95.0,120.0,120.0
14214,120.0,120.0,120.0,101.60428
14215,120.0,120.0,120.0,106.04657
14216,120.0,120.0,120.0,120.0
14217,120.0,120.0,120.0,120.0
14218,120.0,120.0,120.0,120.0
14219,120.0,120.0,120.0,120.0
14220,120.0,120.0,102.98103,120.0
14221,120.0,120.0,120.0,120.0
14222,54.475,91.350575,84.547872,85.0
14223,120.0,120.0,87.8,95.0
14224,87.2,120.0,119.3617,120.0
14225,120.0,120.0,89.3,120.0
14226,120.0,120.0,111.40245,120.0
14227,120.0,120.0,120.0,120.0
14228,120.0,120.0,120.0,120.0
14229,87.2,120.0,119.3617,120.0
14230,120.0,120.0,89.3,120.0
14231,120.0,120.0,120.0,120.0
14232,98.00962,120.0,89.3,120.0
14233,87.2,120.0,119.3617,120.0
14234,87.2,120.0,89.3,120.0
14235,87.2,120.0,89.3,120.0
14236,79.4,120.0,85.7,111.65775
14237,87.2,120.0,89.3,120.0
14238,87.2,120.0,119.3617,120.0
14239,83.666142,120.0,85.7,116.22047
14240,79.4,120.0,85.7,111.65775
14241,68.266142,49.731197,69.075936,46.273948
14242,120.0,109.1954,120.0,101.60428
14243,97.08462,82.855885,76.685766,77.095851
14244,20.0,51.724138,47.87234,48.128342
14245,118.25459,107.18919,120.0,99.737533
14246,120.0,120.0,120.0,120.0
14247,120.0,120.0,120.0,120.0
14248,120.0,120.0,120.0,120.0
14249,87.8,120.0,120.0,120.0
14250,120.0,95.0,89.3,120.0
14251,113.825,120.0,115.4875,95.0
14252,118.25459,120.0,120.0,99.737533
